2893; 263
2034; 272
2020; 283
1859; 283
1846; 309
1685; 309
1671; 340
1517; 340
1503; 358
1336; 358
1315; 366
1161; 366
1148; 376
886; 380
879; 359
678; 358
664; 283
557; 283
537; 209
430; 209
416; 152
322; 152
315; 121
201; 121
181; 115
101; 115
74; 120
0; 120
